block_size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1,0.485506534576416,0.1726909726858139,0.16715022921562195,0.14206938445568085,0.14814241230487823,0.14490936696529388,0.14254681766033173,0.14074930548667908,0.13271813094615936,0.07852385193109512,0.10658111423254013,0.11560794711112976,0.12658070027828217,0.16703656315803528,0.13527020812034607,0.1439874917268753,0.13078951835632324,0.11415448039770126,0.09866230189800262,0.08754626661539078,0.08722084015607834,0.21412016451358795
2,0.48963186144828796,0.22290785610675812,0.20685072243213654,0.19228588044643402,0.18885064125061035,0.1964440792798996,0.18255406618118286,0.17074938118457794,0.14927437901496887,0.12553465366363525,0.14990417659282684,0.1620161086320877,0.18957197666168213,0.19658403098583221,0.1871912181377411,0.1908777952194214,0.17354848980903625,0.15453661978244781,0.135580375790596,0.12498332560062408,0.24713288247585297,
3,0.49015113711357117,0.2513868510723114,0.23655380308628082,0.21761225163936615,0.22132064402103424,0.21883641183376312,0.20245420932769775,0.1804463416337967,0.1681886911392212,0.1623384952545166,0.1857835352420807,0.20919771492481232,0.2138209193944931,0.22269926965236664,0.2258327752351761,0.22371789813041687,0.20395754277706146,0.18258878588676453,0.166632741689682,0.2646063566207886,,
4,0.49115434288978577,0.2717367708683014,0.2531792223453522,0.2410985678434372,0.23759229481220245,0.23281468451023102,0.2095104604959488,0.19166512787342072,0.18959879875183105,0.19480018317699432,0.2265206277370453,0.23122890293598175,0.2369854599237442,0.2460460066795349,0.25568726658821106,0.24885611236095428,0.2265925258398056,0.2076956331729889,0.289115846157074,,,
5,0.4927334785461426,0.2771351635456085,0.27041080594062805,0.2550489604473114,0.2485925704240799,0.24222157895565033,0.21690621972084045,0.20719654858112335,0.21155227720737457,0.23215287923812866,0.24478740990161896,0.2526152431964874,0.26028308272361755,0.26640045642852783,0.27963176369667053,0.26886823773384094,0.24808290600776672,0.3137279748916626,,,,
6,0.494178831577301,0.28941866755485535,0.27932068705558777,0.2631474733352661,0.2564377188682556,0.24776819348335266,0.22934921085834503,0.22563473880290985,0.24696333706378937,0.2507651448249817,0.26378387212753296,0.274323046207428,0.2797330319881439,0.28170183300971985,0.29812535643577576,0.28562799096107483,0.3417467772960663,,,,,
7,0.4937158524990082,0.3005240261554718,0.2861700654029846,0.26924145221710205,0.26045891642570496,0.25950494408607483,0.24418425559997559,0.2593959867954254,0.2606421113014221,0.2720906138420105,0.2843194305896759,0.29254186153411865,0.294484943151474,0.2975514829158783,0.31357476115226746,0.36182600259780884,,,,,,
8,0.4946255683898926,0.3063390254974365,0.29089751839637756,0.27282971143722534,0.27049916982650757,0.2739700675010681,0.2730056941509247,0.27005329728126526,0.2788230776786804,0.2926717698574066,0.30079385638237,0.3070005476474762,0.30993637442588806,0.308004230260849,0.383585661649704,,,,,,,
9,0.4947875440120697,0.31200581789016724,0.29325976967811584,0.2811491787433624,0.282737672328949,0.2915530204772949,0.28286704421043396,0.2841288447380066,0.2970067262649536,0.3103983998298645,0.31441426277160645,0.32211214303970337,0.31961789727211,0.3762986660003662,,,,,,,,
10,0.4949755072593689,0.31308984756469727,0.30093052983283997,0.2920852303504944,0.3001246750354767,0.30530425906181335,0.29579436779022217,0.3000074326992035,0.31276679039001465,0.3247787058353424,0.32890045642852783,0.3305678069591522,0.38162556290626526,,,,,,,,,
11,0.4955858886241913,0.3198930323123932,0.3094939589500427,0.3077283799648285,0.3128467798233032,0.31996843218803406,0.31082916259765625,0.31330353021621704,0.32544755935668945,0.3393617272377014,0.33760330080986023,0.38892853260040283,,,,,,,,,,
12,0.4945628046989441,0.327474981546402,0.3246172368526459,0.31952083110809326,0.32572025060653687,0.3377217650413513,0.3243691921234131,0.3237026035785675,0.33920133113861084,0.34834203124046326,0.3937010169029236,,,,,,,,,,,
13,0.49421918392181396,0.340171754360199,0.33564409613609314,0.3302914500236511,0.3421899378299713,0.3537405729293823,0.33493056893348694,0.3364509344100952,0.3473288416862488,0.40209054946899414,,,,,,,,,,,,
14,0.4929467737674713,0.3469885289669037,0.34310993552207947,0.346283495426178,0.3572084307670593,0.3674775958061218,0.3471331000328064,0.3429229259490967,0.40092381834983826,,,,,,,,,,,,,
15,0.4931093752384186,0.35335052013397217,0.3574508726596832,0.36016780138015747,0.3702523708343506,0.38003286719322205,0.3538641333580017,0.3976162374019623,,,,,,,,,,,,,,
