block_size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,1.7726180382495027,-1.1717832965877906,-1.0522411239885208,-1.3619575965952055,-1.419524109698143,-1.511946951412586,-1.6302659232096715,-1.303623139200935,-1.4911048272691503,-1.3951150972681408,-1.6344483675288604,-1.8288256400938516,-1.9927531997540953,-1.9960284459789759,-2.1207205247462704,-0.6512992341268289
2,1.8222177554797392,-0.5137501375453106,-0.695052315004175,-0.9070166464368897,-1.0004932144515792,-1.029231311340901,-0.9629797229372774,-0.9190573923800642,-0.9766269513324437,-0.9746635943338908,-1.2850504085872445,-1.46390237030714,-1.6081979644565279,-1.6401034882315986,-0.42920597024242263,
3,1.83753139581233,-0.26552597208172996,-0.44335901802072814,-0.6345849372308783,-0.6825354680998119,-0.6510131259359397,-0.6450304856848101,-0.6721966115155695,-0.6300308917096438,-0.7129381717870072,-1.0236580746088029,-1.1364461035182303,-1.3142141532009848,-0.23709788622244538,,
4,1.841176025564687,-0.09222047128793952,-0.25608232131508835,-0.41476352423155,-0.41360611931741087,-0.35955025474789304,-0.43207386523988767,-0.46249750635910714,-0.41537444775709265,-0.501779932873154,-0.7557842649798588,-0.8907065173533856,-0.04339523580166609,,,
5,1.8433278994291458,-0.017235932677848627,-0.09798251488804116,-0.23284410563438407,-0.17087540585650746,-0.1464779873611294,-0.2459881498379132,-0.33948340288183854,-0.22068839829414538,-0.27237068115671736,-0.5434200279300995,0.16885881676750192,,,,
6,1.8393201963766317,0.09390396705785604,0.007753091059983622,-0.014244160045294878,0.009116418692827116,0.04688569362039392,-0.11970321827886721,-0.20766199451960643,-0.009893092114500027,-0.11268383866027236,0.40693803809576,,,,,
7,1.8454420257141835,0.18594736062407047,0.2074531768273775,0.13281170989653898,0.19193196200553936,0.1991068574821877,0.014618040493225105,-0.07208155550937553,0.13179042054409246,0.614102720538886,,,,,,
8,1.8475688056510648,0.32096558720006463,0.33123141571422265,0.3054204203412772,0.3364008683415102,0.34232834534684975,0.1449617501937967,0.009492004383690182,0.8272431317158571,,,,,,,
9,1.82739793371656,0.42575793288229413,0.4948685089821554,0.43601419847397715,0.4715922354648498,0.486963377005044,0.240424470500455,0.7781988170135258,,,,,,,,
10,1.8277962590319805,0.5517817954633368,0.6228571738796402,0.5643394411326801,0.6198098835740176,0.5996694325667566,0.9289298234039769,,,,,,,,,
11,1.8214599289132707,0.6424287985984163,0.7488900352270951,0.7069789281285317,0.7312935371343752,1.1433957550721692,,,,,,,,,,
12,1.7987050018470394,0.748336730742588,0.8897339016644107,0.8107292377300839,1.2054511033164208,,,,,,,,,,,
13,1.7852312898271656,0.8618157452681379,0.9927816858160746,1.2633600005123977,,,,,,,,,,,,
14,1.7831747213028346,0.9322307929223284,1.3668707747366775,,,,,,,,,,,,,
15,1.782150579447484,1.3071850210540772,,,,,,,,,,,,,,
