block_size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1,2.3180315333754695,-1.1761868509920017,-1.0486237052714242,-1.3297660952394326,-1.323069417962659,-1.4324577474348925,-1.425921848414378,-1.5293243718452594,-1.5999339716515957,-2.09945374053935,-1.8188795810515603,-1.7233526724315715,-1.6811908639111444,-1.3320273700035254,-1.605592654366777,-1.5048491489453097,-1.6929252849455603,-1.9188750235411243,-2.0291852869081257,-1.9621290277045402,-2.1002799555131015,-0.6571132739449929
2,2.370784078305351,-0.42930557929194696,-0.6185784381507689,-0.7857699100594304,-0.8816684208391501,-0.8510493078260424,-0.9930471114366519,-1.1581993148123377,-1.3553720604845292,-1.535105856099382,-1.3217756205626707,-1.2560457409615309,-1.0296163782080714,-0.9740320118962442,-1.0466103460569325,-1.0350236332175244,-1.263691352146775,-1.480567029659267,-1.5172774524536037,-1.5408078201555968,-0.34585190137844224,
3,2.3847981292559806,-0.1319911903396247,-0.33537420067826423,-0.5146080186882354,-0.5246565973508073,-0.609480710704203,-0.7684190889985787,-0.9916978466715445,-1.1120246199449595,-1.1350115371194114,-0.9823697398438884,-0.7789401294017071,-0.7324703381797546,-0.7235019077911241,-0.6705862858680967,-0.7156327795737972,-0.950623353779628,-1.0590980358363251,-1.1655156885393239,-0.08791235490173961,,
4,2.3921567810438544,0.06909668087653721,-0.19385195258970145,-0.29398974942806716,-0.35478440310492265,-0.45291440559320556,-0.6358108847780768,-0.8446805598742031,-0.8719999161087284,-0.834781054081962,-0.5874433323516042,-0.5148103536544755,-0.5111694825349081,-0.4864216804311124,-0.3885622481869116,-0.46134910610157404,-0.5998883500130984,-0.7649392744781099,0.1450148727675599,,,
5,2.4112010939322666,0.12299397209848162,-0.05176679712975646,-0.17583644866416048,-0.24110244061657152,-0.31090533860447606,-0.5472502211401434,-0.6685028794085972,-0.666398564484932,-0.47029878018170224,-0.35359290555653067,-0.3180614832730682,-0.26505378855775363,-0.29668180716930337,-0.16534068932085658,-0.15003469668964342,-0.34476374974490387,0.3709488903371253,,,,
6,2.416336348998909,0.20735787395631153,0.009181818980895338,-0.08827399653467555,-0.11077743516855411,-0.2422323350020411,-0.39630606811383634,-0.5077349593835745,-0.3281634443162055,-0.2546039115703991,-0.17498107875685337,-0.09955341327939932,-0.0819542217181692,-0.131243293935921,0.12915385517677458,0.04950540667952885,0.6629463169084975,,,,,
7,2.414324986158288,0.2782009020009585,0.08996719548960781,0.015704427819255646,-0.06270290758903242,-0.11500289521120377,-0.25557399956224536,-0.17562481030516125,-0.1591975801082648,-0.06073394133293679,0.03710067276069253,0.07473904785390165,0.06895652171106359,0.08157918344714636,0.3124486260577053,0.8731351651740761,,,,,,
8,2.39804970019788,0.3565612608185905,0.1881196302796717,0.057535992312831075,0.04182577936121369,0.02190050697918672,0.01704422176977999,-0.03783066111349494,0.0033431738603693206,0.14720989671010476,0.1889520041589035,0.2184176692312694,0.28225094770467374,0.2044596915789729,1.0961998719277957,,,,,,,
9,2.4143627838796675,0.4538241880736925,0.21279596768033632,0.15260046506849262,0.16545195931687295,0.19814895669765462,0.14476652409471313,0.08305622583482558,0.1910104508641382,0.30777471984831106,0.33132054031185043,0.4239066718860937,0.40439765601631883,1.0502761517965336,,,,,,,,
10,2.4092490449004718,0.440582514219913,0.3045889853849646,0.26353557640512765,0.33718744089704866,0.3487101359073268,0.2558090016585087,0.2555319939815609,0.3285595299098383,0.45630629288639013,0.5304812663847565,0.5245339359692919,1.1596266303773912,,,,,,,,,
11,2.4031234765220533,0.5087822043268153,0.3985573769575088,0.4172348405985965,0.463879594358366,0.47097902465205393,0.40610130154350843,0.3770295246506658,0.46966057223384117,0.646494933413883,0.6375324166913557,1.235636734541229,,,,,,,,,,
12,2.4031782449609835,0.5961942875892884,0.5742982739387923,0.5373994002679359,0.5719624027325615,0.6363964222754004,0.528826727032914,0.5002557995769258,0.6463229574239737,0.7590253454343185,1.3243627521096466,,,,,,,,,,,
13,2.4255009547082302,0.755316846616785,0.6898773702906075,0.6326244292186931,0.7267239674213033,0.7695697012429215,0.6509290970185229,0.6514107622978548,0.7505110843874011,1.3914046991725217,,,,,,,,,,,,
14,2.41865271486786,0.8214144700524312,0.7597619872289937,0.7874013938649146,0.8523674919659434,0.8964133078425238,0.794994749441997,0.7355899623872373,1.3914061640334145,,,,,,,,,,,,,
15,2.4133846842597024,0.8838785693861313,0.9034589849275163,0.900501058219561,0.9777609063501969,1.05139387830692,0.8956981991556152,1.3888135125733088,,,,,,,,,,,,,,
