method,strategy,percent,selected_start,selected_end_inclusive,ppl_before_heal,ppl_after_heal,delta_ppl,inserted_idx,rank
weighted_mean,tblock_blank,10,12,15,12.193294992184349,10.342244684738644,-1.8510503074457052,12,16
weighted_mean,tblock_avg,10,12,15,12.123242812086296,9.812681189828538,-2.310561622257758,12,16
weighted_mean,tblock_blank,20,9,15,16.040329298037747,11.40941972472624,-4.6309095733115075,9,16
weighted_mean,tblock_avg,20,9,15,15.765838542539562,10.740783354067347,-5.025055188472216,9,16
