block_size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1,1.9363328105827506,-1.1936211909779038,-1.0854447551501862,-1.335481544643582,-1.3262789973276559,-1.4248024726182895,-1.419878123236993,-1.8426434285781315,-1.537848717657295,-1.311580183751056,-1.5766941787821047,-1.4918407554978819,-1.7029181570144307,-1.9315187887169853,-2.0541638088110226,-2.014459912285756,-2.13353492475063,-0.6547952905106489
2,1.9837326845502163,-0.5292551509172632,-0.698417900797522,-0.8463424855510245,-0.9319024125754932,-0.9040507153337917,-1.1107919482430018,-1.2478666015005824,-0.9451687581722602,-0.9773743885857811,-1.0869687171852078,-1.0923886135096006,-1.3521505980624877,-1.5726833334299224,-1.657101195837377,-1.6586399984077325,-0.39995142506276415,
3,1.9964708399649176,-0.26209137884101297,-0.44244293603794116,-0.6038993274290438,-0.6128250746028601,-0.6704511472722008,-0.7895933845286487,-0.7558142323882906,-0.6462113907496856,-0.7349076133082169,-0.7571999256581949,-0.8283542502053575,-1.091065029272127,-1.2369513784735593,-1.3587566561394602,-0.20431763277497106,,
4,2.0030283579044097,-0.08018997409421542,-0.3150069117952156,-0.40596090675628393,-0.414892356858583,-0.4070163829446101,-0.4648244162700923,-0.49550587695569853,-0.4279626555351105,-0.5330379631533817,-0.5326109309057554,-0.6172652223279897,-0.8068908891812266,-0.9863551382632928,-0.022683013560286097,,,
5,2.020277217338277,-0.03179268629521553,-0.18692433769363512,-0.24574332491170245,-0.2134754281727951,-0.21630957739715373,-0.2597598375274327,-0.28638038757500983,-0.2093197720202356,-0.38736833600044374,-0.33542499953559807,-0.37070265745536535,-0.5823571974893103,0.1607848113187817,,,,
6,2.024721274740872,0.04481650247215882,-0.047547052405340504,-0.08514046128177609,-0.05548634264420782,-0.011407016167780493,-0.08886053188211708,-0.08512621438917561,-0.06560829119566813,-0.24472677114633679,-0.10210600107430495,-0.19649222137430084,0.42454379706503453,,,,,
7,2.022827676634539,0.17437377581391034,0.0681922462021083,0.03843791525392833,0.11459676530388861,0.15140703302874794,0.08580369053563011,0.0583179726335986,0.06935585515151134,-0.08865808274168903,0.05721129246381878,0.6071663558313406,,,,,,
8,1.9999565755573232,0.24780780183326437,0.20027223895564408,0.1971189260493444,0.2513716369389791,0.3299170719671476,0.22348435846361622,0.196673571480955,0.23538724149934878,0.010793858255830915,0.8067931586583574,,,,,,,
9,1.997914156279828,0.37139131790398183,0.3463730780105361,0.31010676276127186,0.4210357048925245,0.4718262728934477,0.3566930060308467,0.3578681711709324,0.3345171309001221,0.7885950575261691,,,,,,,,
10,1.9933897045868951,0.4681697602500242,0.4334036285216024,0.47444478645663507,0.5544230030487518,0.6060184013542893,0.5097740437503395,0.4576259690194237,0.9717197080464344,,,,,,,,,
11,1.9945714732935766,0.5506742771729746,0.5865286453110385,0.5949723159536555,0.679950127906459,0.7634045695027349,0.6145871479961108,1.0653059227663166,,,,,,,,,,
12,1.9946334031205317,0.6642041877255833,0.6987300532663491,0.7140456364602095,0.8339247491357265,0.874722136477396,1.1715267089555383,,,,,,,,,,,
13,1.9897928657989437,0.7502825140758399,0.8110347805658065,0.8617154604829558,0.9394865186322587,1.3485387731542133,,,,,,,,,,,,
14,1.9722982123557866,0.8482009898727799,0.9503436033922634,0.9618509072856763,1.3785576829316777,,,,,,,,,,,,,
15,1.9582484580342063,0.963157188932868,1.0481055333868614,1.399701176341603,,,,,,,,,,,,,,
