block_size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
1,0.42434531450271606,0.14275260269641876,0.12306411564350128,0.12264236062765121,0.15543803572654724,0.13810980319976807,0.1347951740026474,0.16071955859661102,0.1676950603723526,0.1529751420021057,0.12834399938583374,0.1168399453163147,0.11125917732715607,0.10214892774820328,0.09891485422849655,0.10097888857126236,0.09919330477714539,0.11206571757793427,0.13691098988056183,0.16161037981510162,0.15524740517139435,0.1603277623653412,0.1534758359193802,0.14414353668689728,0.12719108164310455,0.12320725619792938,0.1429903209209442,0.2716361880302429
2,0.4404738247394562,0.20101551711559296,0.1752416342496872,0.195942223072052,0.19304092228412628,0.18779730796813965,0.19925613701343536,0.20625528693199158,0.19096271693706512,0.18535660207271576,0.16100946068763733,0.1473565399646759,0.14113403856754303,0.12996305525302887,0.1292101889848709,0.13161881268024445,0.13901494443416595,0.16407154500484467,0.20356351137161255,0.2170158177614212,0.21349135041236877,0.21672625839710236,0.20710556209087372,0.19165343046188354,0.17866694927215576,0.18942400813102722,0.30884021520614624,
3,0.45155832171440125,0.23690125346183777,0.2309516966342926,0.2168305367231369,0.22192150354385376,0.23163525760173798,0.23452165722846985,0.21151447296142578,0.20489495992660522,0.20385345816612244,0.17823991179466248,0.166709303855896,0.15816977620124817,0.15114708244800568,0.15527576208114624,0.161335751414299,0.17923149466514587,0.21960240602493286,0.24773727357387543,0.2587057948112488,0.2535231411457062,0.25315195322036743,0.23978087306022644,0.22834719717502594,0.23177562654018402,0.3309735655784607,,
4,0.4527530372142792,0.2780095338821411,0.2471430003643036,0.23805297911167145,0.25570249557495117,0.26213550567626953,0.23644758760929108,0.2171039581298828,0.21839502453804016,0.21579349040985107,0.19296424090862274,0.17800265550613403,0.1749735027551651,0.17406818270683289,0.1795494258403778,0.19463133811950684,0.2294778823852539,0.25829216837882996,0.28350669145584106,0.28968584537506104,0.28179657459259033,0.2740214467048645,0.26830124855041504,0.2714630365371704,0.3519040644168854,,,
5,0.45720261335372925,0.29210227727890015,0.2642635107040405,0.2693330645561218,0.27948498725891113,0.2653099298477173,0.24338282644748688,0.22773462533950806,0.2277105748653412,0.22711238265037537,0.20172885060310364,0.19211438298225403,0.19292490184307098,0.19386076927185059,0.20822879672050476,0.23941032588481903,0.2653234899044037,0.29119014739990234,0.30934950709342957,0.31005361676216125,0.2965191602706909,0.2973785400390625,0.30292826890945435,0.37516099214553833,,,,
6,0.46118882298469543,0.30737966299057007,0.29061222076416016,0.29003411531448364,0.2795063257217407,0.2708841562271118,0.25135308504104614,0.2324933558702469,0.23600240051746368,0.23446518182754517,0.21252311766147614,0.20818285644054413,0.21025945246219635,0.2203056663274765,0.2508874535560608,0.2724999785423279,0.2971994876861572,0.31544357538223267,0.32599198818206787,0.3176363408565521,0.3160749673843384,0.3246953785419464,0.39092373847961426,,,,,
7,0.46695676445961,0.3280288279056549,0.3095550239086151,0.2861710488796234,0.28427520394325256,0.27888023853302,0.25443777441978455,0.23886941373348236,0.241077721118927,0.2438512146472931,0.22601106762886047,0.22355102002620697,0.23411329090595245,0.2605501413345337,0.2814390957355499,0.30302876234054565,0.32023924589157104,0.33172735571861267,0.33063629269599915,0.33279746770858765,0.33716991543769836,0.4037507474422455,,,,,,
8,0.4694511294364929,0.34394943714141846,0.30590033531188965,0.28921839594841003,0.29125526547431946,0.28346309065818787,0.26103901863098145,0.2419300079345703,0.2486657351255417,0.253872275352478,0.2391882985830307,0.24426595866680145,0.27023711800575256,0.2890550196170807,0.3097551167011261,0.3254689574241638,0.3346174359321594,0.3356161117553711,0.343831330537796,0.34691321849823,0.4102528989315033,,,,,,,
9,0.47172611951828003,0.34175828099250793,0.30855074524879456,0.2942131459712982,0.2936178743839264,0.28890976309776306,0.26293641328811646,0.24773254990577698,0.2584867775440216,0.2653096914291382,0.2573273479938507,0.27877476811408997,0.2970004975795746,0.3163529634475708,0.3317582309246063,0.3389729857444763,0.3355160653591156,0.34804627299308777,0.3553115725517273,0.4148902893066406,,,,,,,,
10,0.4736422896385193,0.3442125618457794,0.31302717328071594,0.2939111590385437,0.29861971735954285,0.2904045283794403,0.2684668302536011,0.2593524158000946,0.2692929208278656,0.2805650234222412,0.28758716583251953,0.3045286536216736,0.3222447633743286,0.3363828957080841,0.34459352493286133,0.34060075879096985,0.3465422987937927,0.35858428478240967,0.42011067271232605,,,,,,,,,
11,0.4745946228504181,0.34940066933631897,0.31336134672164917,0.29829564690589905,0.3002792000770569,0.2964085340499878,0.27892059087753296,0.2688913941383362,0.28417453169822693,0.3080873489379883,0.3123711049556732,0.32872551679611206,0.34144461154937744,0.3485662639141083,0.3453252613544464,0.3520706593990326,0.35445067286491394,0.42023810744285583,,,,,,,,,,
12,0.4745538830757141,0.3507533073425293,0.3180471360683441,0.2996324300765991,0.3050549328327179,0.30380067229270935,0.28631412982940674,0.2842528820037842,0.3125273883342743,0.33002275228500366,0.33570966124534607,0.34600815176963806,0.35287806391716003,0.3489079773426056,0.35563430190086365,0.36064353585243225,0.41685083508491516,,,,,,,,,,,
13,0.4764118194580078,0.3556118905544281,0.3201524615287781,0.30225902795791626,0.31185317039489746,0.3109569847583771,0.30042824149131775,0.31459301710128784,0.3346688151359558,0.3503550589084625,0.35332244634628296,0.356499582529068,0.35437247157096863,0.3587729036808014,0.3630894124507904,0.421032190322876,,,,,,,,,,,,
14,0.47807011008262634,0.35673987865448,0.3233480155467987,0.3113105297088623,0.31661176681518555,0.3220933675765991,0.32805484533309937,0.3347741663455963,0.3549196720123291,0.36655935645103455,0.36236345767974854,0.3575785756111145,0.364748477935791,0.3651074767112732,0.4211263358592987,,,,,,,,,,,,,
15,0.47766873240470886,0.36008164286613464,0.33078470826148987,0.3147190809249878,0.32690486311912537,0.3448333740234375,0.3464648425579071,0.3559517562389374,0.3693147599697113,0.37524163722991943,0.3638553321361542,0.3680797219276428,0.3720524311065674,0.42281094193458557,,,,,,,,,,,,,,
16,0.4784458577632904,0.36558961868286133,0.3337865471839905,0.3262900114059448,0.34885504841804504,0.361285001039505,0.36645933985710144,0.3696639835834503,0.3778170049190521,0.3777768313884735,0.37371769547462463,0.3745439648628235,0.42797303199768066,,,,,,,,,,,,,,,
17,0.4791298806667328,0.3677217662334442,0.34354814887046814,0.34819355607032776,0.36400943994522095,0.378832072019577,0.37805724143981934,0.3784931004047394,0.38010910153388977,0.38693633675575256,0.38008520007133484,0.428467333316803,,,,,,,,,,,,,,,,
