block_size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
1,0.6356499587601102,-0.5012711532106849,-0.545200333760793,-0.5493803423399954,-0.49918373900172874,-0.5603664178408516,-0.49045902867624586,-0.45520686496995955,-0.4513749337265028,-0.4957323199942191,-0.5562557528778398,-0.6263916720495349,-0.639091664636902,-0.6408350423918151,-0.6490574517086334,-0.6722448657129545,-0.6949896748725153,-0.6699685202217431,-0.572608630474953,-0.4757517059957054,-0.5004505098003729,-0.4804572150687533,-0.5077775632586844,-0.5437547056652141,-0.5866490642797958,-0.6250890344155937,-0.5463909667014162,0.0104092126441146
2,0.6771638070681574,-0.27782442446289035,-0.31769294019179095,-0.33607402318028723,-0.35145838698344967,-0.3178389074627418,-0.260640919530922,-0.27818423465154496,-0.34107575419386194,-0.35738287832625815,-0.4179107554486544,-0.4911743779669398,-0.503420721644255,-0.5332908713403006,-0.5441936577670293,-0.5641373510886355,-0.5476361273081265,-0.46555464694741283,-0.3107440731321788,-0.25758264494965866,-0.27152281458169947,-0.2587389429151309,-0.29666433107840884,-0.3479321191195246,-0.4070418865651556,-0.3655070347188015,0.13046103890720276,
3,0.6991387086255791,-0.111969415861257,-0.16420590179802821,-0.24473360373615993,-0.18334492950859915,-0.1453611750422135,-0.13086354870008238,-0.18382848577432723,-0.2556717988408298,-0.2785967985316386,-0.33106709760191,-0.39608388675709866,-0.42647999813382764,-0.4398839954328678,-0.45465428142921893,-0.45841575718751704,-0.4059847384074691,-0.2475721518118741,-0.13691515813904254,-0.0937663938297438,-0.11422152719265861,-0.1153005587102884,-0.1678247293708155,-0.21185158549853336,-0.19880347079393715,0.2051891246780924,,
4,0.7103843998357542,-0.0044226468419023895,-0.09175990377965973,-0.09572693520195885,-0.046648225208640544,-0.03743987790059707,-0.07363006457544538,-0.13093788869414513,-0.1944765932934696,-0.22012042820191827,-0.26333153094646816,-0.34269212960824663,-0.3559073333354086,-0.37393270406970547,-0.36657192478893175,-0.34497486958214557,-0.2086840131481446,-0.09536264706656805,0.0036950511343699444,0.02776792044243061,-0.0028308836107383134,-0.032871045965839014,-0.05483712852976716,-0.042766431456951706,0.29115937519071283,,,
5,0.71582160681489,0.038959763005997794,0.017244575558055836,0.02350391071032106,0.044034216027167374,0.01768553639240323,-0.026632643546337435,-0.08577426447510073,-0.14772066181029223,-0.17045502097284848,-0.22357521781730205,-0.2811331313725498,-0.29892497756028014,-0.3049027673002487,-0.29179519548825195,-0.16935128439956315,-0.06759506870814563,0.03379223929607875,0.1051230750951643,0.10812068472770976,0.055335556466572774,0.05961812414061059,0.08101664739062232,0.3819811757764405,,,,
6,0.7302725374855914,0.12566449320332762,0.11214223297895,0.09776229238828935,0.08604520115017468,0.05685844217685949,0.011263438209658994,-0.05036118469470964,-0.10956871887907826,-0.1370282273381683,-0.17535297612514616,-0.23122161720661394,-0.23933293014575152,-0.2353271126395936,-0.1244356001132931,-0.03901387524062744,0.05742087053043929,0.12890107639498186,0.17082619127174448,0.13802344539651812,0.1325014464566339,0.16680845332098748,0.43890110456156434,,,,,
7,0.7408090868793644,0.20594360635696532,0.17459002125235826,0.12682322745861013,0.12050063405052754,0.09058917556987386,0.03978113723640941,-0.025013324545231343,-0.08472553955885828,-0.1034998511029055,-0.13294229809927816,-0.18103692664945206,-0.17866866683859575,-0.08637744507722286,-0.004038751209964169,0.08064551029946715,0.14775303363508502,0.19327699319184144,0.18925432708495782,0.19781148351359035,0.21539537924749244,0.4971770221385684,,,,,,
8,0.7452558058878194,0.25933669100571133,0.1986005695521207,0.15378174900119032,0.1509736827037205,0.11670814000559317,0.06275150279316023,-0.010293543981712382,-0.05481662064321918,-0.06913110971736806,-0.09382941839698439,-0.13117418367527317,-0.04822624175999991,0.025993549562744057,0.10689756331190149,0.16861168911512997,0.20462254729173912,0.2086907401742687,0.2412814579989995,0.2741174321909893,0.5205819867168958,,,,,,,
9,0.752929284392756,0.27714435175739593,0.21647068051620894,0.18421254852732277,0.17428365736378285,0.13741552226481876,0.07089069323007136,0.012230550741115138,-0.02351036379570174,-0.03520413720959174,-0.04998498276823369,-0.01446579087749928,0.057275724598805096,0.1329071979777261,0.193289313582158,0.22207901498865273,0.20835421751305053,0.257722490859727,0.2992095675882149,0.5556164919888331,,,,,,,,
10,0.7604209752255435,0.29367657369790146,0.24335901771656843,0.20330038091589553,0.19153157489930242,0.15124876376870738,0.09429948005615502,0.0415404786176368,0.006946754858763485,-0.0006957197482531749,0.020637934560658794,0.08703087525791593,0.15601649542598078,0.21147784713797685,0.24405155109036575,0.22861644876472312,0.2516971159726231,0.30659569698147415,0.5641661757471932,,,,,,,,,
