block_size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
1,0.4507615268230438,0.14930468797683716,0.13564905524253845,0.13296250998973846,0.12309518456459045,0.1358087807893753,0.13787364959716797,0.14765697717666626,0.14786675572395325,0.14913813769817352,0.13438725471496582,0.11947143077850342,0.11507668346166611,0.11466515809297562,0.11208120733499527,0.10565192252397537,0.09966019541025162,0.10606122761964798,0.12023026496171951,0.12863768637180328,0.1282556802034378,0.13460353016853333,0.1431141495704651,0.1350497454404831,0.12656764686107635,0.11527169495820999,0.13983005285263062,0.28613588213920593
2,0.46121466159820557,0.20628616213798523,0.19166181981563568,0.17962324619293213,0.1799698770046234,0.19151262938976288,0.1954791396856308,0.19958922266960144,0.18362048268318176,0.18534770607948303,0.16973602771759033,0.15379813313484192,0.15070484578609467,0.14320483803749084,0.13995292782783508,0.13446177542209625,0.13859398663043976,0.14920471608638763,0.1663607805967331,0.17715659737586975,0.1774618923664093,0.19234590232372284,0.19480733573436737,0.18762457370758057,0.1733253449201584,0.1855875551700592,0.3157608211040497,
3,0.4669511020183563,0.24755612015724182,0.2253274768590927,0.2108694165945053,0.2237348109483719,0.23160196840763092,0.23710384964942932,0.21982425451278687,0.2082110196352005,0.20625770092010498,0.19154030084609985,0.17877157032489777,0.1708640605211258,0.16638754308223724,0.1635979861021042,0.16272300481796265,0.16810429096221924,0.18394476175308228,0.2047463208436966,0.21314270794391632,0.22408495843410492,0.23496393859386444,0.23222936689853668,0.22317785024642944,0.22864006459712982,0.3352101743221283,,
4,0.47012507915496826,0.2710731625556946,0.24765951931476593,0.2467799186706543,0.2571547329425812,0.26426461338996887,0.24840117990970612,0.23759377002716064,0.22529397904872894,0.2213958203792572,0.2105700820684433,0.1918654441833496,0.1879245638847351,0.18422508239746094,0.1869441121816635,0.18757393956184387,0.19770914316177368,0.2174082100391388,0.2336534559726715,0.25493621826171875,0.25914523005485535,0.26725199818611145,0.26056602597236633,0.26789775490760803,0.3590850830078125,,,
5,0.47159379720687866,0.2834252417087555,0.2747034728527069,0.2764658033847809,0.2866770327091217,0.2775968909263611,0.2658887803554535,0.25104302167892456,0.23749123513698578,0.23662900924682617,0.21856486797332764,0.20681917667388916,0.20315958559513092,0.20346012711524963,0.20595309138298035,0.21071286499500275,0.22717954218387604,0.24158014357089996,0.2715034484863281,0.2859615385532379,0.2864111661911011,0.2917555272579193,0.2968734800815582,0.38191547989845276,,,,
6,0.47551053762435913,0.30683818459510803,0.2991549074649811,0.3031120300292969,0.29626911878585815,0.29188409447669983,0.27813977003097534,0.2605322003364563,0.24936369061470032,0.24537812173366547,0.23156116902828217,0.21974723041057587,0.22009174525737762,0.22056005895137787,0.2276332825422287,0.2371867597103119,0.24906161427497864,0.27798745036125183,0.2986397445201874,0.31008103489875793,0.3085654079914093,0.3230281472206116,0.39597228169441223,,,,,
7,0.4781976640224457,0.3256562650203705,0.3236532211303711,0.30769139528274536,0.309374064207077,0.3028741776943207,0.286030650138855,0.27005836367607117,0.25395122170448303,0.2537590563297272,0.24160648882389069,0.23465082049369812,0.23531292378902435,0.23895025253295898,0.25090491771698,0.2565678358078003,0.2835861146450043,0.3032355308532715,0.31964924931526184,0.3303006589412689,0.33657532930374146,0.41152191162109375,,,,,,
8,0.4789804220199585,0.34714987874031067,0.32549142837524414,0.3200589418411255,0.3194291889667511,0.31038233637809753,0.2949962019920349,0.271839439868927,0.2631445825099945,0.26300886273384094,0.2537219524383545,0.24710580706596375,0.2510979175567627,0.2596437931060791,0.26813289523124695,0.2889832854270935,0.3078474700450897,0.3229992687702179,0.3387182354927063,0.35497817397117615,0.41803017258644104,,,,,,,
9,0.4809896647930145,0.3468155860900879,0.3360482454299927,0.32953694462776184,0.3259521424770355,0.31702443957328796,0.29455041885375977,0.2792752683162689,0.27034908533096313,0.2735844552516937,0.2650126814842224,0.2601209878921509,0.2700350284576416,0.2769693434238434,0.2988235354423523,0.3106392025947571,0.32742688059806824,0.34131401777267456,0.3616958260536194,0.4267235994338989,,,,,,,,
10,0.4831399619579315,0.3562830090522766,0.34421807527542114,0.33493471145629883,0.3314942419528961,0.3196026086807251,0.3028845191001892,0.2851685881614685,0.2798381745815277,0.2829585075378418,0.276140034198761,0.2770385146141052,0.28462550044059753,0.3049338161945343,0.31993016600608826,0.32834774255752563,0.34530162811279297,0.3635319769382477,0.4288788437843323,,,,,,,,,
